distance,intensity,jnd,userid
0,10,0.173160361,47_33
0,10,0.176152093,77_104
0,10,0.188196788,101_49
0,10,0.20487017100000002,104_62
0,10,0.213347853,144_180
0,10,0.23432631199999998,13_93
0,10,0.243346669,137_85
0,10,0.248094462,98_96
0,10,0.310784771,75_65
0,10,0.31511506699999997,88_127
0,10,0.316484695,21_44
0,20,0.320732344,75_65
0,10,0.32691565100000003,71_124
0,10,0.334527411,183_31
0,20,0.337682097,88_127
0,10,0.340781834,68_72
0,10,0.34216147399999997,110_54
0,10,0.359248754,91_78
0,20,0.360048214,104_62
0,20,0.360048214,13_93
0,10,0.36171383,123_80
0,10,0.383842694,27_178
0,10,0.392422176,178_29
0,10,0.40918361299999995,36_41
0,10,0.423186186,82_51
0,10,0.43151896100000003,126_82
0,10,0.438730619,141_150
0,20,0.47391332700000005,178_29
0,10,0.490627835,31_105
0,10,0.506812452,125_121
0,10,0.508661479,105_135
0,20,0.515444467,47_33
0,20,0.52089801,101_49
0,20,0.52623609,98_96
0,20,0.52623609,91_78
0,20,0.5353139610000001,137_85
0,20,0.538966714,183_31
0,20,0.542539615,144_180
0,30,0.55747092,178_29
0,20,0.594968332,68_72
0,30,0.5951924470000001,101_49
0,20,0.600094796,71_124
0,20,0.605135785,27_178
0,30,0.623791998,77_104
0,30,0.6385745939999999,144_180
0,30,0.643117018,88_127
0,20,0.670556795,110_54
0,20,0.6777301579999999,77_104
0,30,0.6911827779999999,137_85
0,10,0.6986712420000001,150_110
0,20,0.726657643,123_80
0,30,0.769767823,47_33
0,30,0.776062855,13_93
0,50,0.8222463,178_29
0,50,0.82790356,77_104
0,40,0.858050413,101_49
0,20,0.8632939140000001,141_150
0,40,0.874530393,75_65
0,40,0.876147287,178_29
0,20,0.8809014909999999,125_121
0,20,0.888010104,82_51
0,40,0.8977821420000001,98_96
0,50,0.900216027,123_80
0,30,0.9083356490000001,104_62
0,40,0.915924904,144_180
0,50,0.933125043,101_49
0,20,0.941531997,31_105
0,40,0.9529487459999999,77_104
0,30,0.958593667,27_178
0,40,0.963793405,137_85
0,40,0.9663129909999999,104_62
0,20,0.9713765759999999,21_44
0,40,1.019757965,47_33
0,20,1.0216865990000001,126_82
0,40,1.028039793,88_127
0,50,1.03443193,104_62
0,10,1.039343638,6_70
0,50,1.05174288,98_96
0,20,1.0638923,36_41
0,30,1.0757336690000001,75_65
0,50,1.0803949640000001,75_65
0,30,1.0840077590000001,82_51
0,50,1.090767386,13_93
0,50,1.108509406,137_85
0,30,1.10935843,98_96
0,40,1.119167835,13_93
0,50,1.124029872,144_180
0,40,1.1465813470000001,91_78
0,30,1.1625996509999998,141_150
0,30,1.172434483,110_54
0,30,1.1920124509999999,125_121
0,50,1.2091603770000001,91_78
0,30,1.214236468,91_78
0,30,1.220823045,68_72
0,20,1.252034841,105_135
0,40,1.255333655,68_72
0,40,1.257384533,141_150
0,40,1.278543415,183_31
0,50,1.2941504640000001,88_127
0,50,1.29714372,141_150
0,40,1.3250215140000001,27_178
0,30,1.351777424,123_80
0,30,1.355371722,71_124
0,30,1.366083599,126_82
0,30,1.368480453,36_41
0,50,1.449604769,110_54
0,40,1.4592305769999998,125_121
0,30,1.471689759,183_31
0,40,1.473770855,110_54
0,50,1.48060372,27_178
0,50,1.550054633,68_72
0,30,1.604605188,21_44
0,50,1.646838645,126_82
0,40,1.648496208,123_80
0,50,1.659060028,125_121
0,50,1.6599535769999998,47_33
0,20,1.709137052,150_110
0,30,1.7258852009999999,150_110
0,50,1.7573677419999998,21_44
0,50,1.841721079,71_124
0,40,1.843922166,31_105
0,40,1.8553756019999998,71_124
0,50,1.86102647,183_31
0,30,2.0584440859999997,105_135
0,40,2.116357238,105_135
0,30,2.17779197,31_105
0,40,2.264752733,126_82
0,30,2.270544895,6_70
0,40,2.289485144,150_110
0,50,2.396401539,36_41
0,50,2.401111261,105_135
0,50,2.4036896530000003,82_51
0,40,2.458894671,21_44
0,50,2.48660346,150_110
0,40,2.6183034419999998,36_41
50,10,0.246577378,71_124
50,10,0.254043485,75_65
50,10,0.27426059399999997,47_33
50,10,0.284761104,137_85
50,10,0.306633535,88_127
50,10,0.30708744,13_93
50,10,0.319642011,101_49
50,10,0.33656518700000004,183_31
50,10,0.34829616,104_62
50,10,0.368648608,123_80
50,10,0.37960205,110_54
50,10,0.392659099,77_104
50,20,0.42274014,75_65
50,10,0.44699112,27_178
50,10,0.44896753799999994,91_78
50,10,0.48271423399999996,98_96
50,10,0.507693108,144_180
50,20,0.509323723,47_33
50,10,0.510482305,178_29
50,10,0.544031638,141_150
50,10,0.5594628460000001,36_41
50,10,0.568173805,82_51
50,20,0.611306097,101_49
50,20,0.617267503,137_85
50,10,0.619190966,68_72
50,20,0.6305613170000001,178_29
50,20,0.6415173439999999,98_96
50,10,0.657058355,126_82
50,30,0.719739648,77_104
50,10,0.7205081879999999,21_44
50,10,0.72118777,31_105
50,20,0.7214598409999999,144_180
50,20,0.730352627,13_93
50,30,0.73322922,137_85
50,20,0.737447878,88_127
50,20,0.75667836,77_104
50,40,0.783013188,137_85
50,20,0.8267136140000001,27_178
50,30,0.833383907,178_29
50,30,0.8977821420000001,101_49
50,40,0.9076709609999999,13_93
50,50,0.91131283,47_33
50,50,0.91131283,144_180
50,30,0.9138215059999999,47_33
50,20,0.942677325,183_31
50,20,0.9447090309999999,71_124
50,50,0.965192081,75_65
50,50,0.9682294029999999,183_31
50,50,0.978186255,137_85
50,40,0.986184058,178_29
50,10,0.9928914640000001,105_135
50,30,1.002603207,144_180
50,40,1.0068502670000001,47_33
50,20,1.008494451,104_62
50,40,1.0316659479999999,183_31
50,20,1.0560942229999999,125_121
50,30,1.075276031,75_65
50,40,1.080307464,144_180
50,20,1.08973292,91_78
50,40,1.096563074,75_65
50,40,1.097650017,27_178
50,30,1.098899697,88_127
50,40,1.1065891429999999,101_49
50,50,1.111923452,27_178
50,30,1.1219161979999999,98_96
50,10,1.128707538,125_121
50,50,1.13880615,123_80
50,40,1.138818959,98_96
50,20,1.146610821,123_80
50,20,1.149962717,110_54
50,30,1.150306653,27_178
50,40,1.15961673,77_104
50,30,1.178598953,183_31
50,50,1.234586948,101_49
50,20,1.2402340729999999,68_72
50,40,1.246310045,88_127
50,50,1.251912781,178_29
50,20,1.268713758,21_44
50,20,1.305579947,141_150
50,50,1.30817886,13_93
50,10,1.329467956,150_110
50,50,1.3421516409999998,98_96
50,30,1.357926186,82_51
50,20,1.372866339,82_51
50,30,1.378273265,31_105
50,30,1.4141931090000002,141_150
50,50,1.4321902519999998,77_104
50,30,1.433288356,71_124
50,30,1.438050111,104_62
50,20,1.4482803880000001,31_105
50,30,1.459230579,91_78
50,30,1.5094365580000002,110_54
50,40,1.5314875330000002,141_150
50,50,1.541604982,88_127
50,50,1.555954831,91_78
50,20,1.5649414730000002,105_135
50,30,1.570441765,123_80
50,40,1.583906562,91_78
50,40,1.586807998,68_72
50,50,1.5997542880000002,125_121
50,30,1.6024827830000001,13_93
50,30,1.6247406130000002,125_121
50,40,1.6530799980000002,110_54
50,30,1.667499501,68_72
50,40,1.72537147,71_124
50,40,1.726365005,21_44
50,50,1.7283300780000002,104_62
50,20,1.736674141,36_41
50,40,1.7524206180000002,123_80
50,40,1.772594833,31_105
50,30,1.825681541,105_135
50,20,1.833860668,126_82
50,50,1.83399257,68_72
50,30,1.891846066,21_44
50,50,1.8980818680000002,21_44
50,40,1.911518889,104_62
50,50,1.914073049,110_54
50,40,1.915566425,82_51
50,50,1.933801025,71_124
50,40,1.9638247359999998,36_41
50,40,1.9767289590000001,126_82
50,30,2.046064317,126_82
50,10,2.049197235,6_70
50,40,2.109911461,150_110
50,50,2.165541686,126_82
50,40,2.198452577,105_135
50,50,2.2020797080000003,31_105
50,20,2.211926649,150_110
50,50,2.287834496,82_51
50,50,2.451185713,141_150
50,30,2.475443438,150_110
50,50,2.518021101,150_110
50,40,2.589726387,125_121
50,30,2.7206427539999996,6_70
50,50,2.764752058,105_135
50,30,2.9286388339999996,36_41
50,50,3.1713791280000003,6_70
100,10,0.34462246700000004,137_85
100,10,0.366856435,47_33
100,10,0.410201408,144_180
100,10,0.420455055,27_178
100,10,0.420455056,123_80
100,10,0.435929092,88_127
100,10,0.470854479,104_62
100,10,0.505291374,110_54
100,10,0.507145697,178_29
100,10,0.613490305,75_65
100,10,0.617018054,183_31
100,10,0.626312434,77_104
100,10,0.670076116,101_49
100,10,0.68123223,98_96
100,10,0.686729652,13_93
100,20,0.69458674,75_65
100,20,0.696878322,101_49
100,40,0.7200956209999999,137_85
100,10,0.7554935770000001,71_124
100,10,0.790806673,82_51
100,40,0.79781959,13_93
100,30,0.8136953929999999,88_127
100,40,0.8517380929999999,77_104
100,10,0.855949388,91_78
100,20,0.8675532770000001,183_31
100,10,0.87423515,31_105
100,30,0.8917710120000001,144_180
100,20,0.903819844,137_85
100,20,0.971298007,47_33
100,20,0.976935351,98_96
100,40,0.977401321,183_31
100,20,0.991498746,178_29
100,20,0.994735037,144_180
100,10,1.008477047,141_150
100,40,1.0109438179999999,101_49
100,30,1.02768028,137_85
100,30,1.030532411,101_49
100,30,1.0342427109999999,77_104
100,30,1.0470165820000001,13_93
100,20,1.047964331,110_54
100,10,1.056338588,21_44
100,40,1.0599796670000001,144_180
100,50,1.073821966,47_33
100,40,1.079093487,47_33
100,30,1.080307464,98_96
100,10,1.11412169,126_82
100,50,1.115588973,123_80
100,50,1.116730969,137_85
100,10,1.121027288,125_121
100,50,1.121784123,91_78
100,30,1.125152502,47_33
100,30,1.131194673,75_65
100,30,1.135098511,27_178
100,50,1.141716554,144_180
100,20,1.152728612,88_127
100,30,1.160676865,178_29
100,50,1.1618199040000001,101_49
100,30,1.186430646,183_31
100,50,1.20639223,98_96
100,10,1.221133465,68_72
100,50,1.2218022929999999,13_93
100,20,1.224338735,77_104
100,10,1.2297288290000001,36_41
100,50,1.252980983,178_29
100,50,1.271026686,68_72
100,50,1.292166616,77_104
100,50,1.292166616,88_127
100,20,1.296577439,27_178
100,40,1.304983605,123_80
100,20,1.3177208440000001,13_93
100,50,1.317897885,75_65
100,30,1.325062956,141_150
100,40,1.335523165,27_178
100,40,1.342586831,178_29
100,50,1.342979567,110_54
100,40,1.3605812730000002,68_72
100,50,1.373776986,183_31
100,20,1.388277536,21_44
100,20,1.4268101069999999,123_80
100,50,1.433551412,27_178
100,30,1.43547348,104_62
100,30,1.436772656,110_54
100,10,1.437664637,150_110
100,40,1.463886726,71_124
100,30,1.490091995,71_124
100,20,1.5052615759999999,91_78
100,20,1.510026537,68_72
100,40,1.523206552,141_150
100,40,1.525915361,98_96
100,10,1.539241191,6_70
100,40,1.541604982,75_65
100,20,1.548332714,141_150
100,30,1.5529053069999998,68_72
100,40,1.57403086,88_127
100,20,1.5925191109999999,36_41
100,40,1.6058262559999998,91_78
100,20,1.6065454419999998,31_105
100,50,1.6387234880000001,71_124
100,20,1.6406765669999999,71_124
100,20,1.647304101,82_51
100,20,1.647304101,104_62
100,40,1.727180335,31_105
100,50,1.738580434,31_105
100,50,1.768377237,104_62
100,30,1.84094529,123_80
100,40,1.948994545,110_54
100,20,2.010019213,125_121
100,40,2.022129731,21_44
100,10,2.0322567030000003,105_135
100,30,2.07351101,91_78
100,40,2.132316189,104_62
100,40,2.161524562,36_41
100,30,2.162352888,125_121
100,40,2.2287414,150_110
100,30,2.239580816,82_51
100,50,2.2452310769999997,141_150
100,40,2.256850556,125_121
100,30,2.266680251,36_41
100,20,2.358177768,126_82
100,30,2.3709710840000002,21_44
100,50,2.432865172,126_82
100,30,2.528295693,150_110
100,20,2.574038688,150_110
100,50,2.603095386,125_121
100,40,2.679203144,82_51
100,50,2.946305233,82_51
100,50,2.980370998,21_44
100,30,3.1016002389999997,126_82
100,20,3.1119529810000004,105_135
150,10,0.122093856,47_33
150,10,0.483685494,137_85
150,10,0.510759551,13_93
150,10,0.519953149,98_96
150,10,0.525562466,75_65
150,10,0.551087408,104_62
150,10,0.558880047,178_29
150,40,0.56685842,77_104
150,10,0.669489697,101_49
150,10,0.679154398,77_104
150,20,0.692674272,183_31
150,20,0.728713075,13_93
150,20,0.728713075,88_127
150,20,0.749906689,101_49
150,20,0.749906689,137_85
150,10,0.789653908,183_31
150,20,0.8158940929999999,77_104
150,40,0.846794777,137_85
150,10,0.860676951,68_72
150,10,0.897948669,144_180
150,30,0.91131283,27_178
150,30,0.911539953,47_33
150,10,0.91338124,110_54
150,10,0.924514077,88_127
150,30,0.938778753,101_49
150,10,0.9416564279999999,123_80
150,10,0.94296933,91_78
150,10,0.944360909,126_82
150,20,0.9533959879999999,27_178
150,10,0.957559279,27_178
150,20,0.959887222,47_33
150,20,0.9715926309999999,178_29
150,20,0.978596013,110_54
150,40,0.986984118,68_72
150,50,1.011734188,101_49
150,40,1.045627537,144_180
150,30,1.05451866,137_85
150,20,1.067475681,104_62
150,20,1.070682574,75_65
150,10,1.072244259,125_121
150,40,1.0809368590000001,101_49
150,40,1.103870305,104_62
150,10,1.121754986,141_150
150,20,1.13052253,144_180
150,40,1.137885265,47_33
150,10,1.138137873,31_105
150,50,1.180539133,27_178
150,50,1.191627789,144_180
150,20,1.312861048,68_72
150,30,1.318116064,13_93
150,30,1.325639066,144_180
150,10,1.3528229109999999,21_44
150,50,1.370097,137_85
150,30,1.377995685,77_104
150,50,1.396308109,110_54
150,40,1.401005839,123_80
150,20,1.408681026,98_96
150,20,1.433524292,91_78
150,40,1.451084676,75_65
150,10,1.4732269119999999,71_124
150,40,1.487741177,178_29
150,50,1.494816828,13_93
150,50,1.518638379,183_31
150,40,1.52697584,125_121
150,10,1.5372683459999998,36_41
150,40,1.554418835,27_178
150,50,1.559783735,47_33
150,40,1.5752920330000002,98_96
150,10,1.5758874440000001,82_51
150,50,1.588558774,98_96
150,30,1.592744594,178_29
150,30,1.602839783,110_54
150,40,1.6037507869999998,13_93
150,50,1.616972275,75_65
150,40,1.62107879,71_124
150,30,1.64117389,183_31
150,50,1.645546763,178_29
150,40,1.6469089540000001,91_78
150,30,1.654284314,98_96
150,30,1.685005895,123_80
150,20,1.685698376,123_80
150,50,1.711651078,68_72
150,30,1.7204093230000002,68_72
150,30,1.7293741269999998,75_65
150,20,1.751885874,82_51
150,20,1.7768042659999999,71_124
150,10,1.815100832,105_135
150,20,1.826133836,150_110
150,40,1.838118092,110_54
150,30,1.848650331,71_124
150,20,1.8617019730000002,141_150
150,20,1.882989594,36_41
150,30,1.8834863819999998,88_127
150,20,1.953446669,21_44
150,50,1.955825409,123_80
150,10,1.956763366,150_110
150,20,2.0047494009999998,31_105
150,40,2.0891269980000002,183_31
150,30,2.101759816,141_150
150,30,2.10822556,91_78
150,50,2.137341803,31_105
150,30,2.159199322,104_62
150,30,2.258372814,125_121
150,50,2.278869579,141_150
150,50,2.281705227,91_78
150,10,2.307288894,6_70
150,40,2.3273831730000003,88_127
150,50,2.328455501,77_104
150,50,2.377625722,125_121
150,30,2.392874824,21_44
150,30,2.415015338,36_41
150,40,2.444511895,141_150
150,50,2.4932009880000003,82_51
150,50,2.501438054,104_62
150,40,2.524041689,150_110
150,50,2.527758559,88_127
150,30,2.529268756,150_110
150,40,2.557529104,21_44
150,30,2.610760908,82_51
150,40,2.652899771,31_105
150,20,2.791348413,126_82
150,30,2.8980682210000004,31_105
150,50,2.943152053,126_82
150,20,2.9611230969999998,6_70
150,40,3.03270182,105_135
150,40,3.1165917939999996,6_70
150,30,3.192735054,6_70
150,20,3.22409603,125_121
150,40,3.279000847,36_41
150,20,3.414157837,105_135
150,50,3.433983705,71_124
150,50,3.51898208,21_44
150,40,3.5262513810000002,82_51
150,50,3.689462835,6_70
150,30,3.831377587,126_82
150,50,3.881660037,150_110
150,50,4.055599453,105_135
150,40,4.114991766,126_82
200,10,0.503811265,123_80
200,20,0.563999204,101_49
200,30,0.569467862,47_33
200,50,0.588713,47_33
200,40,0.602370419,137_85
200,10,0.6381933679999999,137_85
200,20,0.646881182,47_33
200,10,0.655085102,144_180
200,10,0.6629275379999999,47_33
200,20,0.663548254,98_96
200,10,0.6659403110000001,88_127
200,10,0.681584483,101_49
200,10,0.748086076,77_104
200,10,0.75570117,183_31
200,10,0.760249745,110_54
200,10,0.7635633140000001,178_29
200,50,0.786384128,13_93
200,30,0.81441046,101_49
200,10,0.827374314,13_93
200,10,0.8385433940000001,27_178
200,30,0.87223535,137_85
200,10,0.874720025,75_65
200,50,0.891131679,144_180
200,10,0.8973259309999999,126_82
200,30,0.904597443,31_105
200,50,0.9061968509999999,75_65
200,40,0.967639149,47_33
200,10,0.998055968,98_96
200,40,1.0253247509999999,101_49
200,20,1.075109715,144_180
200,20,1.093582757,137_85
200,20,1.100434,77_104
200,10,1.1492616390000001,104_62
200,30,1.17443336,13_93
200,40,1.1776113959999999,110_54
200,20,1.179732902,88_127
200,50,1.19010738,178_29
200,10,1.200293257,31_105
200,30,1.215326916,110_54
200,20,1.217858115,110_54
200,50,1.231904284,183_31
200,40,1.249585152,183_31
200,10,1.251560423,36_41
200,20,1.258988762,178_29
200,10,1.339069793,68_72
200,10,1.3422565709999998,71_124
200,20,1.350500267,27_178
200,50,1.381642414,137_85
200,30,1.3946000580000002,183_31
200,50,1.3958616959999999,101_49
200,30,1.401005839,75_65
200,40,1.40857613,13_93
200,20,1.422637814,183_31
200,30,1.4386031869999998,68_72
200,40,1.439120114,144_180
200,40,1.446414246,98_96
200,30,1.452109558,27_178
200,10,1.4553434180000002,91_78
200,30,1.473722475,178_29
200,30,1.4753318569999998,98_96
200,30,1.4779066159999998,88_127
200,50,1.4859735840000001,110_54
200,30,1.4874486619999998,144_180
200,30,1.515739781,123_80
200,10,1.5179112330000002,82_51
200,30,1.527829095,77_104
200,40,1.5286465790000001,27_178
200,50,1.541735404,98_96
200,30,1.5501980780000002,91_78
200,50,1.551450926,68_72
200,10,1.559055935,125_121
200,20,1.6040871669999999,75_65
200,40,1.6115322280000002,77_104
200,20,1.61223451,13_93
200,20,1.6522002569999998,141_150
200,20,1.659271348,104_62
200,50,1.660420943,88_127
200,50,1.664515218,104_62
200,10,1.665558849,141_150
200,50,1.7474899640000001,77_104
200,50,1.761688694,141_150
200,40,1.765588336,91_78
200,50,1.7718100630000002,27_178
200,50,1.8228908590000001,123_80
200,40,1.875388332,104_62
200,40,1.906518885,123_80
200,40,1.92575217,75_65
200,30,1.92968207,71_124
200,20,1.936383385,36_41
200,20,1.968706826,123_80
200,20,1.973545396,82_51
200,50,1.9779213390000001,91_78
200,20,1.99928361,91_78
200,20,2.049283018,68_72
200,50,2.074129556,71_124
200,40,2.100073535,88_127
200,40,2.129472658,68_72
200,20,2.141608798,71_124
200,30,2.203944686,104_62
200,20,2.218691475,125_121
200,40,2.253537153,71_124
200,20,2.294053388,21_44
200,40,2.300067822,178_29
200,10,2.3544964680000002,150_110
200,40,2.508380505,141_150
200,40,2.538903371,105_135
200,20,2.567381861,31_105
200,30,2.574321882,21_44
200,30,2.581667782,150_110
200,40,2.669672075,21_44
200,10,2.7174447589999997,21_44
200,40,2.780832008,31_105
200,30,2.8938925460000005,36_41
200,30,2.93999748,125_121
200,10,2.978866267,105_135
200,20,3.006906033,126_82
200,40,3.019387575,36_41
200,10,3.0243806460000004,6_70
200,50,3.0806873789999996,125_121
200,30,3.089605355,82_51
200,30,3.172512435,141_150
200,50,3.1807343460000004,31_105
200,30,3.284755325,126_82
200,40,3.3616088810000004,126_82
200,40,3.4781582889999996,125_121
200,40,3.6171623760000005,82_51
200,20,3.723141705,150_110
200,50,3.782865927,105_135
200,20,3.797226769,6_70
200,40,3.880479675,150_110
200,50,4.280599404,6_70
200,20,4.497292653,105_135
